"","Species","MBl","BEl","VEp","REs","OGp","RMl","BLs","PFv","PFs","CPt","troph_level"
"433","Ptychocheilus oregonensis",63,4.717848815,0.55186264,0.485930127,0.439830375,0.779116278,0.531132522,0.311312769,0.148915886,2.650891211,4.21
"434","Pungitius pungitius",9,5.04464615,0.507155518,0.547368421,0.518242705,0.427452632,0.565065845,0.474768323,0.155576596,6.947578947,3.32
"435","Pungitius sinensis",9,5.736225204,0.430843613,0.587860135,0.340156342,0.482516817,0.569626316,0.375599837,0.178366959,6.121077912,3.5
"436","Pungitius tymensis",7,4.771555706,0.479554498,0.48926179,0.390152053,0.557208739,0.527692909,0.483568992,NA,3.477369473,3.4
"437","Pylodictis olivaris",155,5.056725809,0.611500816,0.291049242,0.413166319,0.346359848,0.540694424,0.318137226,0.15538586,2.055963225,3.78
"438","Raiamas nigeriensis",11.1,3.944408641,0.594080439,0.468130124,0.571356964,0.6966411,0.451247166,0.269447428,0.171197149,2.752050799,3.3
"439","Raiamas senegalensis",24.5,4.552228283,0.652615434,0.448011971,0.537125682,0.772424113,0.57862382,0.245414177,0.174530071,3.614775261,3.4
"440","Retropinna semoni",10,5.632208197,0.644816338,0.507198667,0.614536945,0.607021565,0.680683591,0.193050631,0.148141527,2.998392031,2.78999996185303
"441","Rhadinocentrus ornatus",6,3.904247406,0.435421117,0.496855142,0.553593226,0.484243289,0.588266707,0.516611993,0.204323242,2.387669774,2.98
"442","Rhamdia quelen",47.4,4.453269619,0.595465505,0.262375713,0.349994274,0.275896287,0.516014724,0.350887767,0.148567904,1.815849912,3.92
"443","Rhamphichthys hahni",27,9.101963491,0.614852134,0.161348803,0.320404431,0.893824027,0.456827358,0.385430829,NA,0,3.2
"444","Rhaphiodon vulpinus",80,5.364528172,0.713033317,0.337631262,0.863975115,0.875671259,0.664698482,0.333604095,0.199156718,2.732640924,4.5
"445","Rhinichthys atratulus",12.4,5.437357579,0.571343077,0.452439846,0.344501988,0.397283022,0.588317285,0.36548126,0.171886715,2.019528178,3.05
"446","Rhinichthys cataractae",22.5,4.932028455,0.638211382,0.27603937,0.325227642,0.476622047,0.516260163,0.353682927,0.202798367,2.297395749,3.2
"447","Rhinichthys cobitis",6,4.645239339,0.538162272,0.371885755,0.274806852,0.462217254,0.467364109,0.343515438,0.177896681,2.550329871,3
"448","Rhinichthys obtusus",8.8,4.646685036,0.483390035,0.400876725,0.208063881,0.393683087,0.500295226,0.267277737,0.177196788,2.149467449,3.13
"449","Rhinichthys osculus",11,4.540828476,0.540867386,0.448538764,0.268593241,0.266308863,0.529237127,0.322954685,0.203140183,2.461444101,2.93
"450","Rhinodoras dorbignyi",50,4.089613542,0.521251924,0.188224764,0.062368598,NA,0.544844702,0.245887249,0.245107522,NA,2.7
"451","Rhodeus amarus",11.2,2.460751434,0.460064888,0.509007617,0.384101293,0.378283554,0.3342143,0.250959949,0.135593304,2.319255319,2.95
"452","Rhodeus sericeus",11,2.746430983,0.506974342,0.449856821,0.420093153,0.37689776,0.397029074,0.296229468,0.170444543,2.316537397,2.11
"453","Rhynchocypris lagowskii",24,4.766317704,0.583910904,0.544445503,0.480404626,0.546345593,0.498059597,0.301134332,0.160565939,2.146628682,3.5
"454","Richardsonius balteatus",18,3.696498403,0.498412141,0.544980226,0.492022364,0.517008198,0.498444089,0.204498403,0.163355529,3.20514474,3.41000008583069
"455","Roeboides descalvadensis",9,2.656548351,0.504732997,0.442588346,0.53883644,0.492445489,0.453558901,0.167424225,0.164694479,3.967018306,3.33
"456","Rutilus rutilus",50.2,3.218972304,0.455062235,0.431532266,0.379343846,0.344102056,0.417817861,0.250272659,0.161840208,3.213864568,2.96
"457","Salaria fluviatilis",15.4,4.696455446,0.730257426,0.255084507,0.345336634,0.543676056,0.702970297,0.582831683,0.189361263,2.399029522,3.5
"458","Salminus brasiliensis",100,3.525181427,0.657023123,0.201008239,0.588380768,1.007711704,0.46222668,0.198717076,0.15254013,3.119617594,3.79
"459","Salmo salar",150,3.956530893,0.467510023,0.20859375,0.424334804,0.81703125,0.421093263,0.244620095,0.124212585,3.076443168,4.5
"460","Salmo trutta",140,4.174222302,0.605609036,0.304057662,0.520692859,0.874308435,0.463962026,0.25498346,0.141035041,2.274147539,3.36
"461","Salvelinus alpinus",107,4.256032317,0.640026718,0.271921287,0.54224371,0.747663551,0.477158943,0.324259677,0.168286183,2.865442308,4.39
"462","Salvelinus confluentus",103,4.751996437,0.542076294,0.358564628,0.474801947,1.013808079,0.571426299,0.231077599,0.140606588,2.636038268,3.72
"463","Salvelinus fontinalis",86,3.471882099,0.6354576,0.320154569,0.56764812,0.937220636,0.438863261,0.277230417,0.153272033,2.280604817,3.31
"464","Salvelinus leucomaenis",120,5.370258302,0.575532433,0.345898526,0.534689525,1.023295724,0.539968655,0.254158652,0.129873258,2.768748627,4.35
"465","Sander canadensis",76,5.08365374,0.491267055,0.347475989,0.342916634,0.812139047,0.53014187,0.252316637,0.14582914,2.781518148,4.06
"466","Sander lucioperca",100,4.436274074,0.388211694,0.493332767,0.228995964,0.653749788,0.380940055,0.34755846,0.146019498,3.388258784,4.04
"467","Sander vitreus",107,4.535254447,0.514283368,0.404434821,0.346393314,0.744350786,0.485716632,0.417830685,0.140581441,2.900798477,4.47
"468","Sarmarutilus rubilio",25,3.441458967,0.537126999,0.481140673,0.463005154,0.357998127,0.417634465,0.263480904,0.187417632,2.241986673,2.84
"469","Sarotherodon galilaeus",41,2.026456221,0.570146872,0.277301603,0.41552066,0.196892541,0.479645961,0.395698647,0.340580373,2.236462026,2.35000000635783
"470","Satanoperca pappaterra",27,2.46518696,0.675117891,0.262648864,0.296835658,0.367425205,0.727102329,0.3483284,0.322676508,2.162893318,2.77
"471","Scaphirhynchus platorynchus",108,12.1152202,0.697987161,0.299085821,0.159404118,NA,0.776732795,0.391264654,0.139736973,4.861384615,3.5
"472","Scardinius erythrophthalmus",51,3.005719096,0.517721457,0.443946643,0.511645125,0.342106838,0.442462444,0.292714738,0.179402632,3.098780467,2.89
"473","Schilbe intermedius",60,4.310122264,0.616508377,0.417352722,0.675550406,0.499243415,0.422250138,0.35772842,0.17175585,3.028044792,3.6
"474","Schilbe mandibularis",50,3.929389776,0.396023576,0.383648847,0.396023576,0.448706839,0.441556721,0.299607803,0.17770333,2.837652163,3.44
"475","Schilbe mystus",40,3.269593316,0.513240665,0.246206739,0.549358521,0.433229841,0.363339133,0.41118398,0.150814118,2.419046512,3.45
"476","Schizodon altoparanae",32.2,3.870181762,0.470198591,0.427360808,0.393286789,0.245594811,0.414795053,0.266384592,0.154091706,2.091749933,2.5
"477","Schizodon borellii",36,3.519467467,0.48774165,0.578426641,0.589692946,0.229172539,0.392511947,0.241318143,0.167484538,2.53956905,2.4
"478","Schizodon nasutus",40.2,4.019619355,0.406451613,0.369863014,0.309677419,0.091890411,0.470967742,0.232258065,0.158670136,1.913574592,2.83
"479","Semotilus atromaculatus",30.3,4.114935411,0.509366999,0.218166096,0.289871763,0.469134933,0.565369809,0.266353769,0.160649081,2.205653534,4.02
"480","Semotilus corporalis",51,4.432696853,0.698214922,0.219733612,0.469087498,0.511049879,0.64730802,0.20755849,0.16461355,3.347581302,3.41
"481","Semotilus thoreauianus",15,3.694351671,0.582093982,0.369296712,0.46402688,0.483826478,0.562040556,0.270935932,0.136698582,2.028764761,3.5
"482","Serrasalmus maculatus",26.4,1.829069919,0.513380661,0.266448266,0.500466166,0.449619335,0.433686117,0.195229234,0.184373631,4.23328215,4.07
"483","Serrasalmus marginatus",27.1,1.798409533,0.51551737,0.354408877,0.495459756,0.542384058,0.36270306,0.2688614,0.205093815,4.130567948,3.55
"484","Silurus glanis",500,5.83994642,0.57179471,0.210233364,0.526157027,0.379009648,0.511623001,0.423543433,0.106003825,2.200067986,4.36
"485","Sorubim lima",54.2,6.101036923,0.386002552,0.337696371,0.367801368,0.887337239,0.501913519,0.25785667,0.121197145,2.831623679,4.09999990463257
"486","Squalius cephalus",85,3.572677392,0.608186863,0.359761796,0.532037571,0.46206342,0.356574909,0.344020273,0.172295685,2.6003,2.73
"487","Steindachnerina brevipinna",20.5,3.122561461,0.520992237,0.512127551,0.448291229,0.324005399,0.424316925,0.201002115,0.149365069,2.325704707,NA
"488","Steindachnerina insculpta",16.1,3.142344857,0.463836883,0.461775285,0.304521158,0.266470148,0.387343528,0.189185935,0.167905425,2.181045686,2.07999992370605
"489","Synodontis bastiani",20.2,4.243451957,0.534472454,0.347565374,0.097907033,0.21862343,0.477922984,0.286027239,0.25303896,2.211991898,2.9
"490","Synodontis comoensis",22,3.570442363,0.467893441,0.403943413,0.08594014,0.230758876,0.474862342,0.17835912,NA,NA,2.9
"491","Synodontis koensis",15,3.735016986,0.622569066,0.327000316,0.331145439,0.391689589,0.526645728,0.238523172,0.272116012,3.104019025,2.9
"492","Synodontis ocellifer",49,2.932468908,0.43788391,0.358944358,0.125690991,NA,0.441442075,0.131840953,0.297989924,3.5,3.12
"493","Synodontis punctifer",26,3.715355039,0.509989458,0.330372148,0.208226291,NA,0.443573892,0.174030821,0.239712618,3.155560347,2.9
"494","Synodontis schall",49,3.752784051,0.59352989,0.3455614,0.145275976,NA,0.565283179,0.178670635,0.238794689,2.287572471,2.92
"495","Tandanus tandanus",90,4.512010639,0.573341784,0.288607032,0.296681489,0.171647667,0.606994431,0.316900091,0.174381494,2.984844869,3.31
"496","Telestes souffia",25,4.824742268,0.580587629,0.4,0.49956701,0.476683333,0.618556701,0.216412371,0.158638889,2.966597256,3.37
"497","Thymallus thymallus",60,4.758397322,0.62623673,0.432042983,0.469727328,0.5407018,0.429672819,0.314898013,0.161065146,3.632745098,3.14000010490417
"498","Tinca tinca",70,2.824172996,0.519115068,0.209968823,0.434014665,0.355218766,0.46285427,0.247651987,0.193467696,1.720606732,3.69
"499","Trachelyopterus galeatus",30,3.455165478,0.63024002,0.247337803,0.651756746,0.251033581,0.46489606,0.427540632,0.181330835,1.994603011,3.14
"500","Trachydoras paraguayensis",19.2,2.679812852,0.529425073,0.441441441,0.203618067,NA,0.502257898,0.190043529,0.359790897,2.509090909,2.66
"501","Pseudaspius hakonensis",50,4.790895678,0.510870514,0.333163906,0.355582749,0.53662588,0.510629655,0.197203757,0.155472226,2.599954037,3.5
"502","Pseudaspius sachalinensis",43,4.132424921,0.507997803,0.454438887,0.327028556,0.373054079,0.524550918,0.266669946,0.149792872,2.537822144,3.5
"503","Trinectes maculatus",20,NA,NA,NA,NA,NA,NA,NA,NA,1.983679525,2.9
"504","Umbra limi",14,4.190592275,0.505221803,0.51628033,0.434617939,0.461855577,0.547628637,0.240270064,0.163310351,1.796131531,3.67
"505","Umbra pygmaea",15,4.533810826,0.542937929,0.475484274,0.325041321,0.577858779,0.499080013,0.225038203,0.135768643,1.515763655,3.25
"506","Vimba vimba",50,4.089883795,0.510610412,0.434572849,0.351354059,0.259244415,0.562368518,0.247094868,0.123957226,2.716937145,3.27
"507","Xiphophorus hellerii",16,3.213691163,0.434407464,0.545886497,0.517121066,0.253228063,0.460394826,0.367981308,0.198148828,1.875721102,3.19
"508","Xiphophorus maculatus",6,2.350307202,0.514655981,0.509133976,0.56991144,0.30418792,0.41346706,0.396409296,NA,1.781851079,3.2
"509","Zingel asper",22,5.920572902,0.579225754,0.400798273,0.180751608,0.262779224,0.635329713,0.54764211,0.185086397,3.12319119,3.26999998092651
